symbol,passed,FilterWinLoss1Min,FilterWinLoss1Max,FilterValue1,FilterVolume1
MCS,True,-4.5442,3.2934,36.26,172139
MMI,False,-4.1988,9.6753,35.53,128567
HZO,False,-16.6566,5.9377,14.66,159408
MPX,False,-5.2927,6.3143,14.88,8279
MPC,True,-5.5017,3.4285,47.15,2725886
MKL,False,-2.5008,2.2826,1148.06,14312
MMC,True,-3.2346,2.6893,99.22,888865
VAC,True,-6.919,4.4473,88.97,191775
MLM,True,-2.1477,9.9781,251.43,317775
DOOR,False,-4.5311,3.242,51.08,62012
MTZ,True,-3.787,15.8315,61.13,453571
MA,True,-4.6799,3.2416,274.53,2093004
MTDR,True,-9.6813,5.3737,15.37,1977117
MTRN,False,-4.1358,3.8202,59.42,110951
MATX,False,-5.4798,3.3736,36.18,76166
MAS,True,-3.949,8.1122,39.17,1432979
MLP,False,-8.8849,3.85,10.23,2938
MMS,True,-4.6787,12.9243,76.55,175545
MAXR,False,-6.1141,11.7155,7.28,793913
MBI,False,-7.3797,6.4665,9.11,280076
MKC,True,-2.7893,2.6686,167.13,446335
MKC.V,False,-1.9643,2.5676,166.76,411
MCD,True,-1.879,1.7249,219.73,2252649
MUX,False,-6.4865,9.4972,1.85,1960883
MXL,True,-9.0873,5.1717,20.97,335175
MCK,True,-3.9126,6.6931,146.31,627873
MDR,False,-35.3175,2.4691,4.01,1912859
MTL,False,-4.0,6.0606,1.86,13334
MPW,True,-3.0218,2.0595,17.85,3135743
MDU,True,-2.4119,2.1781,26.69,516241
MCV,False,-5.6306,8.7711,23.6,1002
MDLQ,False,-2.681,29.8393,18.69,2705
MCX,False,-1.4755,5.6886,24.59,185
MCC,False,-3.629,18.4549,2.65,39831
MFAC,False,-0.3968,0.79,10.12,0
MED,True,-7.1782,4.9251,104.09,162006
MDLX,False,-4.8858,26.6874,18.1,867
MD,True,-9.6052,2.4055,21.82,367091
MDT,True,-2.7558,1.7385,102.4,2555292
MDLY,False,-3.6585,31.0924,3.48,2784
MRK,True,-1.5982,1.4798,86.08,6929056
MCY,False,-6.1464,1.5896,54.49,104847
MDP,True,-4.928,3.3181,47.54,228266
MTH,True,-3.3791,18.1651,63.3,203900
MTOR,True,-9.2196,4.6551,18.86,516328
PIY,False,-2.8467,1.9698,13.54,0
MSB,False,-3.5422,1.8532,24.24,43123
MTR,False,-18.6115,5.4795,7.44,1106
MET,True,-3.6371,2.8089,46.93,2916889
MTD,False,-5.6481,2.086,689.97,124418
MXE,False,-3.0693,5.87,10.4,0
MCB,False,-4.8844,3.1411,39.38,1941
MEI,False,-3.739,3.3219,27.0,78694
MXF,False,-3.209,1.2384,12.31,9820
MFA,False,-2.6648,3.0429,7.31,1162627
MFO,False,-0.5792,0.3831,25.82,1587
MIN,False,-1.31,1.0554,3.82,146555
MMT,False,-1.3468,0.8532,5.83,108270
MFM,False,-1.12,1.1412,7.12,21635
MFV,False,-2.5424,3.6585,5.9,1997
MTG,True,-3.1891,2.0392,12.35,1337894
MCR,False,-1.09,0.6083,8.25,47317
MGM,True,-2.551,3.7453,28.86,3289610
MGF,False,-0.6579,0.5464,4.61,18991
MGP,True,-2.6146,1.6742,29.5,401265
MAA,True,-3.3391,2.544,124.27,310711
MSL,False,-5.8872,3.3956,10.74,10922
MPO,False,-8.5288,17.4312,5.5,106847
MCRN,True,-2.019,1.6598,15.87,520447
MLR,False,-2.05,7.5459,32.61,23873
HIE,False,-1.701,0.9242,10.87,40138
MG,False,-2.7723,14.9826,16.03,22424
MFGP,True,-5.4067,2.8326,19.34,188925
MUFG,False,-1.8293,3.9749,4.79,441836
MTX,False,-5.3406,4.0899,49.41,80052
MFG,False,-1.0453,2.1127,2.97,218805
MBT,False,-2.0808,1.3174,7.87,1317592
MOGU,False,-6.7746,6.087,2.41,6133
MOD,False,-25.1458,7.7897,10.56,113621
MODN,False,-1.479,14.6789,26.0,114927
MC,True,-5.3238,3.02,32.73,233241
MIXT,False,-7.2861,3.4115,14.48,16629
MHK,True,-17.6004,1.4294,114.81,372422
MOH,True,-4.0932,3.3318,137.28,293702
TAP,True,-5.1476,3.8171,51.68,1236668
MOG.B,False,-11.5898,2.9955,78.45,0
MNR,True,-3.3503,2.2624,13.4,273625
MOG.A,False,-7.4565,3.7175,77.73,56890
MCO,True,-5.4176,5.983,213.5,367504
MS,True,-3.8699,1.9389,40.69,7091856
TAP.A,False,-5.7278,6.5976,66.0,7
CAF,False,-6.9179,3.28,20.15,29969
EDD,False,-2.4566,1.1364,6.78,121699
MSD,False,-1.9895,0.641,9.31,33317
IIF,False,-4.2977,1.7505,18.04,31996
MOSC,False,-0.2933,0.2935,10.2,0
MOS,True,-8.1416,5.9144,20.61,1933506
MSI,True,-1.8794,3.2289,176.05,452889
HJV,False,-2.931,5.54,5.96,150
MPLX,True,-5.596,3.0516,27.1,1659616
MRC,True,-7.5447,6.2169,13.88,596138
MOV,False,-4.8994,3.0403,24.49,75160
MSGN,True,-3.5808,1.7497,18.23,230395
MSCI,True,-4.9687,3.8171,226.31,357331
MSM,True,-3.7016,2.6458,68.47,334627
MLI,False,-5.6298,5.7123,27.1,85986
MSA,False,-4.9647,2.4695,102.32,67972
MWA,True,-2.6104,6.5979,10.26,333840
MZA,False,-0.609,1.6393,14.47,2500
MUR,True,-7.3013,5.7104,19.71,1689668
MUSA,False,-3.4518,6.5326,92.06,148207
MVO,False,-6.2963,2.9248,7.1,8326
MVCD,False,-0.7666,0.54,25.8,519
MVC,False,-3.0303,4.4101,9.16,185
MYE,False,-9.1573,2.0397,15.54,69060
MVF,False,-0.7431,1.1866,9.5,46308
NBR,False,-14.1892,29.5238,2.02,8902040
NC,False,-3.577,5.3936,51.32,4101
NTP,False,-3.7,4.5872,9.45,942
MYOV,False,-5.8008,4.8921,7.18,101532
NFG,True,-3.1817,4.2458,47.32,377117
NBHC,False,-4.0243,3.5777,33.7,45510
NHI,False,-1.1685,1.344,82.15,94372
NGG,True,-2.3892,1.2411,50.94,274249
NPK,False,-2.8371,2.9972,92.93,34448
NOV,True,-5.7935,11.3153,20.38,3299890
SID,False,-7.4813,3.8674,3.71,1806164
NNN,True,-1.3881,2.0287,54.82,548170
NGS,False,-5.8611,4.4834,11.5,14218
NGVC,False,-8.6735,29.5207,9.4,38621
NTZ,False,-10.719,1.81,1.47,2769
NLS,False,-27.9793,5.036,1.33,274602
NSA,True,-1.3451,3.2552,31.91,195219
NCI,False,-1.3136,16.7221,28.02,130106
NRP,False,-5.3329,3.7447,29.59,2929
NNA,False,-3.9706,3.3435,6.1,6754
NM,False,-13.2244,24.5614,4.53,44336
NVGS,False,-6.0456,1.8519,9.56,56567
NAV,True,-5.6149,3.88,25.49,260653
NMM,False,-5.9041,3.7099,15.31,18869
NP,False,-3.0336,12.0258,67.01,41744
NNI,False,-2.3223,6.023,66.8,37921
NPTN,False,-4.6771,34.7222,6.09,550663
NVRO,True,-4.2744,17.556,81.04,169219
NCR,True,-5.9556,4.7757,31.78,285079
GF,False,-2.4561,1.3299,13.82,735
NMFX,False,-0.8743,1.4016,26.03,3
NEWM,False,-18.6047,23.91,7.93,496239
IRL,False,-4.1475,0.7285,8.24,1528
NFC,False,-0.3914,0.4912,10.17,100
EDU,True,-4.0128,9.1871,105.66,415020
NEWR,True,-28.6294,7.009,61.87,471063
HYB,False,-1.3809,0.8168,8.69,18803
NMFC,True,-1.6739,0.8082,13.46,230807
NWHM,False,-5.3269,6.6667,3.87,22545
SNR,False,-5.3085,2.0029,6.53,176591
NRZ,True,-3.5357,1.3944,14.52,1933190
NYT,True,-12.1698,2.1902,28.8,774607
NYCB,True,-1.9625,2.9464,11.42,2005612
NJR,True,-4.1934,1.3582,44.88,284533
NEU,False,-1.8347,5.5478,467.28,30999
NEM,True,-3.207,3.5799,37.66,4468904
NEXA,False,-6.8927,5.9972,7.7,22698
NR,False,-7.0773,7.0126,7.42,269950
NXRT,False,-2.9013,4.0,45.87,50934
NHF,False,-1.2572,1.1321,18.41,96479
NEP,False,-3.0482,1.69,48.85,80275
NEE,True,-1.5893,1.6102,215.62,964996
NGL,True,-3.0513,1.6578,13.58,265896
NKE,True,-3.3825,2.9505,83.32,3562999
NIO,False,-9.7859,6.0694,3.15,10609998
NINE,False,-7.3359,4.2105,8.91,100509
NOAH,False,-4.2672,2.71,29.84,100966
NLSN,True,-3.7396,1.8416,21.27,1216222
NE,False,-12.2905,20.7865,1.41,2717185
NBL,True,-7.2011,6.7838,22.3,3440644
NI,True,-5.3854,4.2345,28.71,1649313
NL,False,-11.5914,9.2672,3.93,4834
NBLX,False,-7.7503,3.1967,26.21,89683
NOK,False,-3.1858,10.0386,5.33,12225327
NOMD,True,-3.4467,1.8097,20.32,608446
NMR,False,-2.1858,5.3125,3.52,243918
OSB,False,-5.4054,3.8936,22.2,91273
JWN,True,-6.8861,7.8853,29.12,2371519
NSC,True,-5.9389,1.67,177.5,1376481
NOA,False,-5.259,18.4834,12.0,45920
NAT,False,-4.5455,3.8095,1.85,400722
NRE,False,-0.3515,0.3527,17.05,152835
NOC,True,-2.0799,5.8582,370.66,603389
NWN,False,-1.459,1.6833,70.5,55045
NRT,False,-2.953,4.039,7.45,3865
NWE,True,-1.7996,1.2616,69.15,210115
NCLH,True,-2.9505,2.1811,50.44,949812
NVS,True,-2.7557,2.7365,91.12,1110227
DNOW,True,-6.6939,6.9991,12.34,605231
NRG,True,-2.9361,5.4655,34.59,1897433
NUS,True,-2.9335,4.7743,40.25,373207
NUE,True,-3.4621,1.7951,50.17,1374474
NS,True,-3.4617,2.7315,27.3,173900
NVO,True,-1.6831,2.93,51.86,872354
NSS,False,-0.6992,0.4262,25.99,13141
NTR,True,-4.2569,7.2616,50.21,695200
JMLP,False,-3.6972,2.36,5.5,56001
NUV,True,-0.4897,0.5859,10.48,165112
NVG,True,-0.1854,0.8,16.62,184196
NAZ,False,-0.6574,1.4147,13.58,7555
NCB,False,-2.7273,1.9938,16.65,762
NUW,False,-0.8518,1.0351,17.65,14444
NEA,True,-0.14,0.3516,14.35,265233
NCA,False,-1.1888,1.6505,10.61,21227
NTC,False,-0.1324,0.5259,13.52,9137
NKX,False,-0.3234,0.9138,15.51,28148
NAC,False,-0.5387,0.4723,15.08,127202
JDD,False,-1.9538,2.3134,10.86,14024
DIAX,False,-2.3563,1.2926,17.18,44195
JCE,False,-2.8839,2.3581,13.95,18972
JQC,False,-1.0309,0.651,7.62,360096
JCO,False,-1.1122,1.2282,9.83,10729
JMF,False,-3.2672,1.81,8.28,74961
JEMD,False,-1.6429,1.5573,9.0,8216
NEV,False,-0.68,1.4473,14.81,30790
JFR,False,-0.7157,0.6179,9.72,123896
JRO,False,-0.9298,0.8282,9.59,96474
NKG,False,-0.4068,0.6536,12.6,5613
JGH,False,-1.5524,0.5256,15.2,22820
JHD,False,-0.1012,0.1013,9.89,28626
JHAA,False,-1.9266,3.5138,10.75,2304
NXC,False,-0.4453,1.5793,15.66,1665
JHB,False,-0.3,0.5066,9.88,41044
JHY,False,-0.8,1.3013,10.0,9656
NXN,False,-1.0987,1.7467,13.99,372
NID,False,-0.5106,0.6579,13.77,51701
NMY,False,-0.37,0.905,13.37,12547
JMM,False,-1.6319,1.34,7.49,6
NMS,False,-0.4438,0.83,14.42,332
NOM,False,-2.1429,2.0438,13.98,63
NHA,False,-0.5128,1.134,9.81,504
JLS,False,-0.1727,0.1731,23.13,13098
NMT,False,-0.7358,3.1773,14.24,117
NUM,False,-0.1453,0.5631,14.32,14432
NZF,False,-0.3759,0.6875,16.32,120636
NMZ,False,-1.32,1.0417,14.36,84947
NXJ,False,-0.4888,0.8904,14.73,25321
NRK,False,-0.59,1.2583,13.6,58000
NJV,False,-0.9306,1.6568,13.97,0
NNY,False,-1.1685,2.2795,10.24,7091
NMI,False,-0.2627,0.9769,11.48,1383
NAN,False,-0.9161,0.9253,14.21,14694
NNC,False,-0.7205,0.6686,13.76,10364
NUO,False,-0.8963,1.0982,15.62,10820
NYV,False,-1.4959,1.5855,14.73,0
NQP,False,-1.0,0.5702,14.07,15345
JPS,True,-3.5714,1.1518,9.68,268082
JPT,False,-2.554,4.6034,24.57,5212
NPN,False,-3.8692,4.3654,15.6,211
JPI,False,-2.6672,2.2538,24.16,16572
JPC,False,-2.5329,1.3514,9.8,110918
BXMX,False,-2.2989,1.5649,12.85,102428
NAD,True,-0.34,0.4861,14.54,211967
JRI,False,-1.7815,1.53,17.01,35365
JRS,False,-2.7731,1.616,10.62,26021
SPXX,False,-3.1098,2.1889,16.38,13506
NIM,False,-0.6718,0.4822,10.43,2687
NXP,False,-0.7643,0.5208,15.73,20693
NXR,False,-0.4447,0.898,15.7,9045
NXQ,False,-0.6198,0.5525,14.54,15260
NSL,False,-0.6897,0.5146,5.76,34134
JSD,False,-1.3089,0.8626,15.3,18682
NBB,False,-0.5176,1.1612,21.99,48457
JTD,False,-1.1671,2.12,16.5,11147
NPV,False,-0.2948,0.8869,13.66,8949
NTX,False,-0.4199,0.8469,14.33,5389
NIQ,False,-0.2965,0.6652,13.78,10613
NVT,True,-8.8745,2.637,21.58,695600
JTA,False,-2.305,1.5371,11.04,11018
OAK,True,-1.5779,1.045,51.74,332726
JMT,False,-0.97,0.9081,22.42,3521
OMP,False,-14.1271,1.4775,16.53,44116
OSLE,False,-0.7722,1.0712,25.65,412
NVR,False,-3.3379,2.6838,3559.37,9711
OAS,False,-30.8094,10.3837,3.0,6364195
OBE,False,-8.2569,9.4707,1.26,64673
OXY,True,-4.5406,3.5241,44.76,5452204
OII,True,-19.0476,4.0782,12.59,769373
OCN,False,-12.4138,20.4724,1.51,147939
OZM,False,-3.4091,5.6014,24.0,65482
OFG,True,-3.6603,3.6822,20.79,167134
OGE,True,-2.645,1.4873,42.89,551469
OIBR.C,False,-5.2632,3.2086,1.79,78082
OIS,True,-6.0388,15.0727,13.5,361252
ODC,False,-6.7536,2.1759,32.8,1467
ORI,True,-3.2787,1.8295,22.44,1050473
OLN,True,-4.8331,3.215,17.35,1491390
OHI,True,-1.9136,5.4351,38.55,677998
OMN,True,-0.3006,0.402,10.03,239726
OMC,True,-2.2655,2.6974,78.61,825015
ONDK,False,-23.2323,18.4211,3.33,234105
OMF,True,-3.6612,17.6125,39.06,209708
OKE,True,-4.6767,4.2702,69.64,1203686
OGS,False,-3.0669,1.9224,89.43,84801
ONE,False,-9.5119,10.6648,7.68,43404
OPY,False,-4.878,3.6814,26.98,34683
OOMA,False,-9.1049,5.0806,11.96,37227
OLP,False,-2.5721,0.8565,28.06,26506
ORAN,True,-1.2743,2.0576,15.03,355884
ORCL,True,-3.7249,2.4559,53.97,6057434
ORC,False,-9.2375,1.6591,6.16,411616
ORN,False,-4.4843,15.2334,4.1,58851
OEC,True,-15.0881,6.087,12.71,373603
OSK,True,-8.9386,1.88,72.48,391396
IX,False,-3.7312,1.0876,70.06,14930
OR,True,-7.3208,9.5947,12.34,644608
OUT,True,-3.1599,3.9454,27.58,448896
OSG,False,-8.377,3.7234,1.68,125741
ORA,False,-2.1961,10.0522,72.23,91769
OMI,False,-6.4394,42.807,5.14,457676
OI,True,-24.2192,2.5611,11.54,468966
OC,True,-2.7759,5.8398,54.38,711621
OXM,False,-5.6292,2.91,66.74,114839
ROYT,False,-4.0909,2.31,2.16,45959
PACD,False,-14.0762,8.0051,4.56,28086
PCG,True,-7.5607,7.0255,16.95,2574511
PKG,True,-2.0089,1.82,101.5,532232
PAGS,True,-5.967,5.2953,46.8,1156587
PAM,True,-53.8155,9.7157,16.26,191839
PARR,False,-3.0207,1.7489,21.68,148372
PGRE,True,-2.6042,2.3024,13.15,556580
PKE,False,-4.357,2.9428,18.01,65275
PK,True,-3.4078,2.7149,24.09,804086
PHX,False,-4.7417,6.8481,11.46,14378
PE,True,-8.6799,15.9236,16.45,3052547
PANW,True,-3.173,2.77,222.46,556801
PAR,False,-7.4789,4.7414,22.49,91292
PH,True,-3.2665,3.7524,165.64,450893
PRTY,False,-18.2777,9.6948,4.31,1272990
PBF,True,-10.0609,3.016,22.72,1001780
PBFX,False,-2.5653,1.215,20.62,18543
PSO,False,-3.73,5.6325,9.82,112848
PEB,True,-2.9227,3.9134,27.19,569120
BTU,True,-11.6334,4.7565,18.79,550687
PAYC,True,-6.4899,5.3057,243.58,253303
PBA,True,-1.8853,1.4481,37.04,300657
PFSI,False,-1.6225,5.7716,26.44,81076
PMT,True,-2.2242,1.9039,21.94,413242
PAG,True,-3.7132,4.6067,44.19,244560
PEI,False,-10.2102,4.4776,5.22,724225
PKI,True,-8.1917,1.8325,82.15,407862
PEN,True,-11.2359,4.9354,151.97,171501
PNR,True,-3.6721,4.5745,37.07,821755
PFGC,True,-1.5211,1.6821,43.8,276448
PVL,False,-5.6391,3.4188,2.5,20129
PBT,False,-3.6053,4.3726,4.98,53430
PRT,False,-4.87,2.5469,6.98,14646
PRSP,True,-4.5096,2.9452,22.0,216244
PBR,True,-5.1505,3.1008,14.09,9424210
PFE,True,-6.4174,0.9843,35.2,11909043
ISD,False,-1.9741,0.4175,14.41,48880
PGTI,True,-15.5707,5.5841,14.47,194357
PTR,False,-4.1229,1.7412,49.53,63122
PM,True,-4.6454,2.0861,83.95,2106587
PBR.A,True,-5.2825,4.0435,12.98,2933248
PRGO,True,-6.7961,2.9839,47.76,861436
PSXP,True,-2.0019,3.7703,52.07,236307
FENG,False,-6.2937,11.25,3.11,17561
GHY,False,-1.512,0.9059,14.28,43919
PSX,True,-3.8987,3.4727,99.74,1465867
PDM,True,-3.7475,1.6699,19.55,350187
PIR,False,-13.2797,16.4063,3.7,89646
DOC,True,-1.4526,2.1028,17.24,524788
PCQ,False,-1.2146,1.2755,19.61,10017
PCK,False,-0.7071,0.7905,10.21,13160
PZC,False,-0.8696,1.1454,11.36,15010
PCM,False,-0.9813,1.4427,11.34,18177
PTY,True,-1.1212,0.7629,18.44,162588
PCI,True,-1.0163,1.7055,24.05,314784
PCN,False,-1.5309,1.6375,18.18,37104
PGP,False,-4.7314,1.0101,11.75,11024
PHK,False,-1.9729,1.8868,7.95,227935
PKO,False,-2.3997,0.6126,26.74,18792
NRGX,False,-3.0894,3.4,18.51,31350
PFN,False,-0.66,0.8427,10.65,118481
PDI,False,-1.447,1.3427,31.68,92013
PMF,False,-0.5431,1.4403,14.66,33555
PML,False,-1.3656,1.3968,16.0,78648
PMX,False,-1.0334,1.3644,12.48,19145
PNF,False,-0.9006,1.0226,13.79,3157
PYN,False,-1.232,1.1318,9.8,3123
PNI,False,-0.604,0.8673,11.91,7934
PFL,False,-0.7481,0.6678,11.89,38846
RCS,False,-3.1504,1.3065,9.58,33732
PES,False,-11.1217,21.0526,0.1679,1531544
PHD,False,-0.5731,1.0466,10.42,47585
PNW,True,-1.2779,1.6057,92.97,708386
PHT,False,-1.6967,1.5005,9.23,45045
MAV,False,-0.7214,1.1121,11.05,41083
MHI,False,-0.788,1.3622,12.63,40311
PJC,False,-2.4517,3.431,72.43,55064
PXD,True,-7.592,3.8074,128.36,791220
PBI,False,-7.1605,17.1831,3.54,1283405
PVTL,False,-5.7562,2.6651,8.46,1065552
PJT,False,-4.6964,8.5197,40.89,84660
PAA,True,-3.4483,1.7886,21.75,875424
PAGP,True,-3.3713,1.8733,22.25,685451
PLNT,True,-6.7742,4.2907,72.63,710076
PLT,True,-14.7126,6.43,29.25,204947
PHI,False,-4.2505,4.8687,22.34,44952
AGS,False,-51.9653,10.4689,11.01,136113
PNC,True,-3.6532,1.61,130.75,1063617
PII,True,-3.3586,11.8117,89.56,224320
PNM,True,-2.6352,2.0396,50.38,179844
PKX,False,-4.4964,2.12,42.95,103171
PPDF,False,-7.2581,4.2607,3.26,557941
POST,True,-3.9341,1.5075,97.19,334951
POR,True,-1.8051,1.1093,55.66,311686
PPG,True,-2.8116,3.3581,113.09,785566
POL,True,-3.5714,3.4818,31.32,258924
PPX,False,-1.1587,1.2006,25.36,10805
PYT,False,-1.65,1.0335,19.99,0
PYS,False,-1.7377,1.2394,18.0,1071
PDS,False,-8.0292,8.0247,1.19,330791
APTS,True,-2.8413,3.2349,14.34,192939
PQG,False,-4.0411,8.6438,14.8,34262
PVG,True,-4.2403,5.2583,12.68,1387776
PBH,True,-2.8035,2.4241,33.17,238454
PPL,True,-2.2927,2.1049,29.64,3163182
PRI,False,-5.1092,4.7332,112.7,118752
PGZ,False,-1.1375,2.3018,19.75,11345
PBC,False,-0.8462,1.06,26.32,100
PRA,True,-2.7147,2.786,38.94,194872
PGR,True,-3.0341,2.8575,79.46,1273166
PLD,True,-2.3227,2.0745,81.82,1398429
PUMP,True,-26.4706,9.9517,12.19,845813
PG,True,-2.8856,3.8017,117.25,4018769
PRO,True,-4.0463,9.0194,72.78,235904
PBY,False,-1.6043,1.5909,25.85,1019
PBB,False,-0.9705,0.5047,25.69,4109
PB,True,-3.2281,4.0148,65.73,300702
PRLB,False,-9.8114,8.9511,97.14,107913
PJH,False,-1.1128,0.6144,25.99,3997
PRH,False,-1.0844,0.5871,25.72,15263
PRU,True,-10.0878,1.0915,83.58,1126024
PUK,False,-6.6717,2.7725,36.42,93515
PFS,False,-3.7127,1.4875,23.67,102275
PRS,False,-0.9356,0.7029,26.66,28631
PSA,True,-1.5188,1.762,258.28,630849
PSB,False,-2.4981,2.3303,175.68,69833
TLK,False,-4.2263,2.0153,30.03,132202
PEG,True,-2.3942,2.0493,57.63,1751230
PHM,True,-8.3333,3.1068,32.25,1447895
PSTG,True,-9.2667,2.521,13.42,1522135
PMM,False,-1.2674,1.0217,7.93,59621
NEW,False,-3.9735,5.6897,6.41,94082
PIM,False,-0.6494,0.8696,4.64,52280
PMO,False,-1.3678,0.9939,13.23,29620
PPT,False,-0.38,0.5725,5.3,126833
PVH,True,-6.8826,3.44,74.67,866432
PYX,False,-9.4203,9.68,13.5,158813
QEP,False,-8.1594,7.6271,4.19,4519722
QTWO,True,-3.9177,15.156,89.69,208326
PZN,False,-4.4226,14.72,8.56,15536
QGEN,True,-5.5611,1.8437,35.88,426893
QTS,False,-2.7747,4.9908,47.87,156415
QUAD,False,-7.9017,31.2065,10.35,332135
NX,False,-1.6811,2.6228,17.56,68771
KWR,False,-7.4669,3.1154,164.47,42591
QD,False,-5.7987,8.3969,8.85,2016469
DGX,True,-2.4816,5.4038,101.5,403767
QES,False,-8.7879,10.396,1.48,1905
QHC,False,-23.2955,7.2289,1.24,51082
CTAA,False,-1.4695,1.1472,26.06,4779
PWR,True,-5.6322,2.4034,33.65,662885
CTBB,False,-2.4706,1.0784,24.59,60358
QVCD,False,-0.998,1.0483,25.12,21361
QUOT,False,-28.3744,3.0261,7.59,169949
CTDD,False,-1.3354,1.251,24.98,42862
CTV,False,-1.3312,0.7477,25.36,11538
CTZ,False,-1.7255,1.1966,25.46,13041
RMED,False,-133.06,4.3956,1.21,1877
RRD,False,-5.3659,11.6022,1.93,313205
RRC,False,-9.4903,16.5272,4.34,6724970
RDN,True,-3.2401,2.7232,22.53,611611
RL,True,-5.3823,1.9013,93.41,813979
CTY,False,-1.4208,1.3519,24.22,33602
RNGR,False,-11.5493,5.4519,5.94,0
RJF,True,-4.1339,2.1802,75.96,605433
RYN,True,-4.4248,1.2,26.61,289388
RTN,True,-2.0052,4.5822,183.6,1109003
RCA,False,-0.9626,2.8731,26.59,0
RYAM,False,-40.6,7.3118,3.06,880980
RCP,False,-0.79,0.788,25.38,1255
RLGY,False,-9.3851,19.305,6.05,2981838
RMAX,False,-3.5069,4.1454,26.38,107404
O,True,-1.556,2.0753,72.28,1025508
RC,False,-1.3972,0.9371,14.75,68237
RLH,False,-4.9231,7.4303,5.81,51770
RBC,False,-3.8431,3.0106,72.58,135356
RWT,True,-2.0896,1.7762,17.04,365747
RM,False,-5.1451,9.1173,27.1,23682
RF,True,-5.0228,2.9762,14.27,8698247
RZA,False,-0.7991,1.0985,27.52,9206
RGA,True,-3.8911,2.3421,147.86,162442
RGS,False,-4.4809,3.2374,18.08,84108
RZB,False,-0.9112,0.8655,28.38,10453
RELX,True,-4.1203,3.1371,23.58,196042
RNR,True,-1.6983,2.1649,190.79,172548
RS,True,-1.7764,8.5822,99.26,327575
REZI,True,-5.3156,3.3819,15.31,619302
RSG,True,-1.7419,3.6744,90.27,683962
RENN,False,-7.8571,7.58,0.7899,7952
RMD,True,-2.5944,2.5,134.99,400453
SOL,False,-8.6615,6.8915,0.9812,17494
QSR,True,-2.9515,6.1006,74.96,924194
RPAI,True,-3.5803,2.3569,11.6,674145
RVI,False,-2.8433,1.9273,37.45,29390
RFP,False,-7.4783,4.918,4.76,211035
REX,False,-3.8675,3.3441,71.96,17046
REXR,True,-2.8037,2.2222,42.23,298658
REVG,False,-4.8551,3.5562,12.15,94782
REV,False,-10.2,4.2532,14.81,47810
RH,True,-2.3816,5.9086,142.06,505925
RIO,True,-4.4674,2.44,50.01,1102819
RMI,False,-0.4091,1.11,22.57,831
RNG,True,-6.3868,11.0662,140.91,334890
RAD,False,-7.18,4.6676,6.55,894859
RXN,True,-3.7895,2.9993,27.22,396996
OPP,False,-0.7901,0.6849,17.6,38367
RIV,False,-1.049,0.8135,17.0,15558
RBA,False,-2.1678,5.0704,38.34,138383
ROG,False,-6.8019,5.5097,137.28,101031
ROAN,False,-7.7586,11.3208,1.1,282947
RLJ,True,-2.6036,4.6211,16.4,1034577
RHI,True,-3.1817,6.6497,56.6,464740
ROK,True,-3.1223,4.6513,153.04,748240
ROL,True,-10.4587,1.4976,32.56,747126
RLI,False,-2.2473,2.0572,92.27,55549
RCI,True,-1.2618,1.5548,51.67,176902
ROP,True,-3.3804,2.8282,358.4,297880
RRTS,False,-9.814,7.0796,7.91,11905
RST,False,-7.8,2.511,17.88,71818
RY,True,-1.7462,1.0503,76.13,479044
RBS,False,-4.3643,2.2495,4.94,271996
RCL,True,-2.911,2.2073,109.03,788946
RDS.B,True,-6.1919,1.34,58.1,818723
RDS.A,True,-6.5352,1.6646,57.7,1343707
RES,False,-9.7117,9.9278,6.01,1522713
RVT,True,-2.9667,2.3204,13.44,167425
RPT,True,-3.13,2.3316,12.12,259774
RGT,False,-2.8431,1.0091,9.91,3040
RMT,False,-2.3399,1.9011,7.91,89275
RYB,False,-4.4586,5.8431,6.2,6956
RTW,False,-9.7436,15.2632,1.79,25369
RTEC,False,-6.1367,4.1518,23.11,78707
R,True,-10.0135,3.0122,48.22,350995
RPM,True,-2.521,4.4951,68.28,487065
RHP,True,-2.7237,5.3957,81.63,174269
SBR,False,-2.7406,1.8669,42.75,5840
SPGI,True,-3.8472,5.0092,258.37,677180
RYI,False,-5.7951,5.24,7.25,74540
SB,False,-8.9888,7.1429,1.82,157957
SFE,False,-3.2534,2.9255,11.94,26023
SAIL,True,-4.5736,14.234,22.39,609884
SMM,False,-3.7944,1.3038,7.74,35184
SBH,True,-4.0609,11.2551,13.56,1348131
SJT,False,-8.96,5.1282,2.68,55561
SAFE,False,-10.5119,1.9775,29.13,39949
SD,False,-4.5171,5.1322,5.26,143983
CRM,True,-3.3884,2.24,143.88,2910733
SDT,False,-7.6923,5.9283,0.5383,30673
SC,True,-2.0942,6.9596,26.37,468347
SAP,True,-2.713,2.3969,120.93,233722
PER,False,-5.0,2.2857,1.61,97005
SAR,False,-2.4439,1.8777,24.4,21435
SSL,False,-6.7625,1.4592,19.38,102131
SDR,False,-3.5423,3.2069,0.5468,39185
SAF,False,-1.0425,1.38,26.02,252
SAB,False,-0.7508,0.5437,25.81,204
BFS,False,-3.997,3.4119,52.67,28932
SLB,True,-3.8215,2.015,34.63,6549512
SWM,False,-3.0792,4.6406,34.46,72940
SAIC,True,-2.9654,3.4884,84.07,186730
SALT,False,-6.1189,7.3836,5.46,96543
SNDR,True,-4.3345,5.2826,19.18,477532
SLTB,False,-0.7543,0.0397,25.0,5
